"","SALE_ID","NEIGHBORHOOD_ID","BUILDING_CLASS_FINAL_ROLL","ADDRESS","APARTMENT_NUMBER","ZIP_CODE","RESIDENTIAL_UNITS","COMMERCIAL_UNITS","GROSS_SQUARE_FEET","YEAR_BUILT","SALE_PRICE","SALE_DATE","DESCRIPTION","TYPE","NEIGHBORHOOD_NAME","BOROUGH_ID"
"1751",235862,235,"B9","218 33RD STREET",NA,11232,2,0,1428,1910,449000,2004-12-07,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1752",235863,235,"B9","663 50TH STREET",NA,11220,2,0,3120,1930,550000,2004-12-07,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1753",235864,235,"C3","135 23 STREET","5",11232,4,0,3600,1935,430000,2004-12-07,"FOUR FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1754",235865,235,"R2","259-275 21ST ST","3E",11215,1,0,0,0,595676,2004-12-07,"CONDO; RESIDENTIAL UNIT IN WALK-UP BLDG.","RESIDENTIAL","SUNSET PARK","3"
"1755",235866,235,"S3","945 4TH AVENUE",NA,11232,3,1,4000,1931,3e+05,2004-12-07,"PRIMARILY 3 FAMILY WITH 1 STORE OR OFFICE","MIXED","SUNSET PARK","3"
"1756",236360,235,"S2","4414 5 AVENUE",NA,11220,2,1,3300,1918,675000,2004-12-08,"PRIMARILY 2 FAMILY WITH 1 STORE OR OFFICE","MIXED","SUNSET PARK","3"
"1757",236361,235,"B9","346 50TH. STREET",NA,11220,2,0,2520,1910,0,2004-12-08,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1758",236362,235,NA,"5805 7TH AVENUE",NA,11220,0,0,0,0,0,2004-12-08,NA,NA,"SUNSET PARK","3"
"1759",236363,235,"R2","662 FOURTH AVENUE","2R",11232,1,0,0,1906,106000,2004-12-08,"CONDO; RESIDENTIAL UNIT IN WALK-UP BLDG.","RESIDENTIAL","SUNSET PARK","3"
"1760",236364,235,"R2","259-275 21ST ST","2H",11215,1,0,0,0,428213,2004-12-08,"CONDO; RESIDENTIAL UNIT IN WALK-UP BLDG.","RESIDENTIAL","SUNSET PARK","3"
"1761",236365,235,"R2","259-275 21ST ST","4F",11215,1,0,0,0,610950,2004-12-08,"CONDO; RESIDENTIAL UNIT IN WALK-UP BLDG.","RESIDENTIAL","SUNSET PARK","3"
"1762",236366,235,"R4","420 64TH STREET","2E",11220,1,0,0,0,229164,2004-12-08,"CONDO; RESIDENTIAL UNIT IN ELEVATOR BLDG.","RESIDENTIAL","SUNSET PARK","3"
"1763",236367,235,"R5","259-275 21ST ST","PS1",11215,0,1,0,0,0,2004-12-08,"MISCELLANEOUS COMMERCIAL","COMMERCIAL","SUNSET PARK","3"
"1764",236878,235,"C2","338 44TH STREET",NA,11220,6,0,4500,1931,0,2004-12-09,"FIVE TO SIX FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1765",236879,235,"C3","3918 8 AVENUE",NA,11232,4,0,2700,1914,0,2004-12-09,"FOUR FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1766",236880,235,"R2","259-275 21ST ST","1A",11215,1,0,0,0,451230,2004-12-09,"CONDO; RESIDENTIAL UNIT IN WALK-UP BLDG.","RESIDENTIAL","SUNSET PARK","3"
"1767",236881,235,"R2","259-275 21ST ST","1J",11215,1,0,0,0,560037,2004-12-09,"CONDO; RESIDENTIAL UNIT IN WALK-UP BLDG.","RESIDENTIAL","SUNSET PARK","3"
"1768",236882,235,"R2","259-275 21ST ST","2B",11215,1,0,0,0,415740,2004-12-09,"CONDO; RESIDENTIAL UNIT IN WALK-UP BLDG.","RESIDENTIAL","SUNSET PARK","3"
"1769",236883,235,"R2","259-275 21ST ST","3D",11215,1,0,0,0,476580,2004-12-09,"CONDO; RESIDENTIAL UNIT IN WALK-UP BLDG.","RESIDENTIAL","SUNSET PARK","3"
"1770",236884,235,"R2","259-275 21ST ST","3G",11215,1,0,0,0,436020,2004-12-09,"CONDO; RESIDENTIAL UNIT IN WALK-UP BLDG.","RESIDENTIAL","SUNSET PARK","3"
"1771",236885,235,"R5","259-275 21ST ST","PS6",11215,0,1,0,0,0,2004-12-09,"MISCELLANEOUS COMMERCIAL","COMMERCIAL","SUNSET PARK","3"
"1772",237415,235,"B9","162 27 STREET",NA,11232,2,0,1190,1910,525000,2004-12-10,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1773",237416,235,"B9","144 29 STREET",NA,11232,2,0,1650,1899,370000,2004-12-10,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1774",237417,235,"S2","5112 8TH AVENUE",NA,11220,2,1,3500,1927,123603,2004-12-10,"PRIMARILY 2 FAMILY WITH 1 STORE OR OFFICE","MIXED","SUNSET PARK","3"
"1775",237418,235,"B9","555 62ND STREET",NA,11220,2,0,2710,1910,0,2004-12-10,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1776",237419,235,"R2","259-275 21ST ST","1D",11215,1,0,0,0,466440,2004-12-10,"CONDO; RESIDENTIAL UNIT IN WALK-UP BLDG.","RESIDENTIAL","SUNSET PARK","3"
"1777",237420,235,"R2","259-275 21ST ST","2F",11215,1,0,0,0,415740,2004-12-10,"CONDO; RESIDENTIAL UNIT IN WALK-UP BLDG.","RESIDENTIAL","SUNSET PARK","3"
"1778",237421,235,"R2","259-275 21ST ST","3C",11215,1,0,0,0,481650,2004-12-10,"CONDO; RESIDENTIAL UNIT IN WALK-UP BLDG.","RESIDENTIAL","SUNSET PARK","3"
"1779",237422,235,"R2","259-275 21ST ST","3H",11215,1,0,0,0,431760,2004-12-10,"CONDO; RESIDENTIAL UNIT IN WALK-UP BLDG.","RESIDENTIAL","SUNSET PARK","3"
"1780",237423,235,"R2","259-275 21ST ST","4H",11215,1,0,0,0,600767,2004-12-10,"CONDO; RESIDENTIAL UNIT IN WALK-UP BLDG.","RESIDENTIAL","SUNSET PARK","3"
"1781",237816,235,"B9","425 44 STREET",NA,11220,2,0,2472,1910,0,2004-12-11,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1782",238025,235,"A9","291 22 STREET",NA,11215,1,0,2764,1989,0,2004-12-13,"MISCELLANEOUS ONE FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1783",238026,235,"B9","535 58TH STREET",NA,11220,2,0,2640,1910,705000,2004-12-13,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1784",238027,235,"C0","430 43 STREET",NA,11232,3,0,3072,1901,0,2004-12-13,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1785",238028,235,"C0","679 6TH AVENUE",NA,11215,3,0,1800,1910,625000,2004-12-13,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1786",238029,235,"R2","259-275 21ST ST","3F",11215,1,0,0,0,420810,2004-12-13,"CONDO; RESIDENTIAL UNIT IN WALK-UP BLDG.","RESIDENTIAL","SUNSET PARK","3"
"1787",238453,235,"C0","525 50 STREET",NA,11220,3,0,2597,1955,0,2004-12-14,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1788",238454,235,"C1","362 41ST STREET","16",11232,16,0,11200,1914,3770000,2004-12-14,"OVER SIX FAMILIES WITHOUT STORES","RESIDENTIAL","SUNSET PARK","3"
"1789",238455,235,"C1","366 41 STREET","20",11232,20,0,18628,1915,0,2004-12-14,"OVER SIX FAMILIES WITHOUT STORES","RESIDENTIAL","SUNSET PARK","3"
"1790",238456,235,"C6","702 45 STREET, 4H",NA,11220,0,0,0,1924,210000,2004-12-14,"WALK-UP COOPERATIVE","RESIDENTIAL","SUNSET PARK","3"
"1791",238457,235,"R2","259-275 21ST ST","4A",11215,1,0,0,0,534581,2004-12-14,"CONDO; RESIDENTIAL UNIT IN WALK-UP BLDG.","RESIDENTIAL","SUNSET PARK","3"
"1792",238458,235,"R2","259-275 21ST ST","4D",11215,1,0,0,0,580402,2004-12-14,"CONDO; RESIDENTIAL UNIT IN WALK-UP BLDG.","RESIDENTIAL","SUNSET PARK","3"
"1793",238459,235,"R5","259-275 21ST ST","PS5",11215,0,1,0,0,0,2004-12-14,"MISCELLANEOUS COMMERCIAL","COMMERCIAL","SUNSET PARK","3"
"1794",238952,235,"B9","459 47 STREET",NA,11220,2,0,2772,1899,0,2004-12-15,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1795",238953,235,"S2","5404 8TH AVENUE",NA,11220,2,1,3372,1920,0,2004-12-15,"PRIMARILY 2 FAMILY WITH 1 STORE OR OFFICE","MIXED","SUNSET PARK","3"
"1796",238954,235,"C1","442 51 STREET","8",11220,8,0,6928,1905,0,2004-12-15,"OVER SIX FAMILIES WITHOUT STORES","RESIDENTIAL","SUNSET PARK","3"
"1797",238955,235,"C1","579 61 STREET",NA,11220,44,0,28800,1927,0,2004-12-15,"OVER SIX FAMILIES WITHOUT STORES","RESIDENTIAL","SUNSET PARK","3"
"1798",238956,235,"R2","259-275 21ST ST","BJ",11215,1,0,0,0,430950,2004-12-15,"CONDO; RESIDENTIAL UNIT IN WALK-UP BLDG.","RESIDENTIAL","SUNSET PARK","3"
"1799",238957,235,"R2","259-275 21ST ST","2D",11215,1,0,0,0,383292,2004-12-15,"CONDO; RESIDENTIAL UNIT IN WALK-UP BLDG.","RESIDENTIAL","SUNSET PARK","3"
"1800",239574,235,"B9","724 45TH STREET",NA,11220,2,0,2176,1925,650000,2004-12-16,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1801",239575,235,"B1","643 40 STREET",NA,11232,2,0,3400,1910,689000,2004-12-16,"TWO FAMILY BRICK","RESIDENTIAL","SUNSET PARK","3"
"1802",239576,235,"C1","185 20TH STREET","12",11232,12,0,7320,1935,999999,2004-12-16,"OVER SIX FAMILIES WITHOUT STORES","RESIDENTIAL","SUNSET PARK","3"
"1803",239577,235,"C3","557 61ST STREET",NA,11220,4,0,2432,1925,0,2004-12-16,"FOUR FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1804",239578,235,"R2","259-275 21ST ST","1C",11215,1,0,0,0,476580,2004-12-16,"CONDO; RESIDENTIAL UNIT IN WALK-UP BLDG.","RESIDENTIAL","SUNSET PARK","3"
"1805",239579,235,"R2","259-275 21ST ST","1F",11215,1,0,0,0,486720,2004-12-16,"CONDO; RESIDENTIAL UNIT IN WALK-UP BLDG.","RESIDENTIAL","SUNSET PARK","3"
"1806",239580,235,"R2","259-275 21ST ST","2A",11215,1,0,0,0,395460,2004-12-16,"CONDO; RESIDENTIAL UNIT IN WALK-UP BLDG.","RESIDENTIAL","SUNSET PARK","3"
"1807",239581,235,"O9","296 20 STREET",NA,11215,0,1,1875,1930,0,2004-12-16,"MISCELLANEOUS AND OLD STYLE BANK BLDGS.","COMMERCIAL","SUNSET PARK","3"
"1808",239582,235,"G4","6418 7 AVENUE",NA,11220,0,1,2736,1971,0,2004-12-16,"GAS STATION WITH SERVICE/AUTO REPAIR","COMMERCIAL","SUNSET PARK","3"
"1809",240786,235,"S5","5717 5 AVENUE",NA,11220,6,1,7047,1904,1200000,2004-12-20,"PRIMARILY 5-6 FAMILY WITH 1 STORE OR OFFICE","MIXED","SUNSET PARK","3"
"1810",241380,235,"B9","665 58 STREET",NA,11220,2,0,2328,1915,495000,2004-12-21,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1811",241381,235,"C0","332 39TH STREET",NA,11232,3,0,1440,1910,4e+05,2004-12-21,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1812",241382,235,"R2","319 18TH ST","1A",11215,1,0,0,2004,348816,2004-12-21,"CONDO; RESIDENTIAL UNIT IN WALK-UP BLDG.","RESIDENTIAL","SUNSET PARK","3"
"1813",241948,235,"B9","466 51 STREET",NA,11220,2,0,2652,1901,450000,2004-12-22,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1814",241949,235,"B3","273 22 STREET",NA,11215,2,0,1620,1930,538000,2004-12-22,"TWO FAMILY CONVERTED FROM ONE FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1815",241950,235,"C0","550 44 STREET",NA,11220,3,0,3112,1905,640000,2004-12-22,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1816",241951,235,"C0","451 52ND STREET",NA,11220,3,0,2472,1899,0,2004-12-22,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1817",241952,235,"C6","728 41 STREET, 3C",NA,11232,0,0,0,1928,75000,2004-12-22,"WALK-UP COOPERATIVE","RESIDENTIAL","SUNSET PARK","3"
"1818",241953,235,"I5","6410 8 AVENUE",NA,11220,0,2,10720,1931,9e+05,2004-12-22,"HEALTH CENTER, CHILD CENTER, CLINIC","COMMERCIAL","SUNSET PARK","3"
"1819",242544,235,"S2","4612 7TH AVENUE",NA,11220,2,1,3000,1919,715000,2004-12-23,"PRIMARILY 2 FAMILY WITH 1 STORE OR OFFICE","MIXED","SUNSET PARK","3"
"1820",242545,235,"B9","210 32 STREET",NA,11232,2,0,2086,1910,0,2004-12-23,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1821",242546,235,"V0","22 STREET",NA,11215,0,0,0,0,150000,2004-12-23,"ZONED RESIDENTIAL; NOT MANHATTAN","RESIDENTIAL","SUNSET PARK","3"
"1822",242547,235,"V0","22 STREET",NA,11215,0,0,0,0,0,2004-12-23,"ZONED RESIDENTIAL; NOT MANHATTAN","RESIDENTIAL","SUNSET PARK","3"
"1823",242934,235,"R2","259-275 21ST ST","4B",11215,1,0,0,0,763687,2004-12-24,"CONDO; RESIDENTIAL UNIT IN WALK-UP BLDG.","RESIDENTIAL","SUNSET PARK","3"
"1824",242935,235,"R5","259-275 21ST ST","PS4",11215,0,1,0,0,0,2004-12-24,"MISCELLANEOUS COMMERCIAL","COMMERCIAL","SUNSET PARK","3"
"1825",242936,235,"R5","259-275 21ST ST","PS10",11215,0,1,0,0,0,2004-12-24,"MISCELLANEOUS COMMERCIAL","COMMERCIAL","SUNSET PARK","3"
"1826",242937,235,"R5","259-275 21ST ST","PS11",11215,0,1,0,0,0,2004-12-24,"MISCELLANEOUS COMMERCIAL","COMMERCIAL","SUNSET PARK","3"
"1827",243131,235,"B9","541 55",NA,11220,2,0,2076,1920,0,2004-12-27,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1828",243132,235,"C2","463 52 STREET",NA,11220,6,0,4710,1906,550000,2004-12-27,"FIVE TO SIX FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1829",243133,235,"C6","702-712 45TH STREET, 2A",NA,11220,0,0,0,1924,235000,2004-12-27,"WALK-UP COOPERATIVE","RESIDENTIAL","SUNSET PARK","3"
"1830",243491,235,"B9","430 42 STREET",NA,11232,2,0,2450,1910,549120,2004-12-28,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1831",243492,235,"C0","759 51ST STREET",NA,11220,3,0,3000,1930,660000,2004-12-28,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1832",243493,235,"R2","259-275 21ST ST","4J",11215,1,0,0,0,850238,2004-12-28,"CONDO; RESIDENTIAL UNIT IN WALK-UP BLDG.","RESIDENTIAL","SUNSET PARK","3"
"1833",243494,235,"R4","420 64TH STREET","8C",11220,1,0,0,0,1e+05,2004-12-28,"CONDO; RESIDENTIAL UNIT IN ELEVATOR BLDG.","RESIDENTIAL","SUNSET PARK","3"
"1834",243495,235,"R5","259-275 21ST ST","PS8",11215,0,1,0,0,0,2004-12-28,"MISCELLANEOUS COMMERCIAL","COMMERCIAL","SUNSET PARK","3"
"1835",243957,235,"C0","363 51 STREET",NA,11220,3,0,3000,1910,0,2004-12-29,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1836",243958,235,"R2","319 18TH ST","4A",11215,1,0,0,2004,310000,2004-12-29,"CONDO; RESIDENTIAL UNIT IN WALK-UP BLDG.","RESIDENTIAL","SUNSET PARK","3"
"1837",243959,235,"R2","319 18TH ST","5A",11215,1,0,0,2004,339000,2004-12-29,"CONDO; RESIDENTIAL UNIT IN WALK-UP BLDG.","RESIDENTIAL","SUNSET PARK","3"
"1838",244484,235,"B9","127 32 STREET",NA,11232,2,0,1926,1910,0,2004-12-30,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1839",244485,235,"B9","368 53RD STREET",NA,11220,2,0,2472,1901,510000,2004-12-30,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1840",244486,235,"C7","4823 4 AVENUE",NA,11220,12,1,8760,1931,1540000,2004-12-30,"WALK-UP APT. OVER SIX FAMILIES WITH STORES","RESIDENTIAL","SUNSET PARK","3"
"1841",244487,235,"C7","4823 4 AVENUE",NA,11220,12,1,8760,1931,0,2004-12-30,"WALK-UP APT. OVER SIX FAMILIES WITH STORES","RESIDENTIAL","SUNSET PARK","3"
"1842",244900,235,"B2","266 19TH STREET",NA,11215,2,0,1296,1910,390000,2004-12-31,"TWO FAMILY FRAME","RESIDENTIAL","SUNSET PARK","3"
"1843",245074,235,"C1","460 41 STREET","16",11232,16,0,14240,1917,0,2005-01-01,"OVER SIX FAMILIES WITHOUT STORES","RESIDENTIAL","SUNSET PARK","3"
"1844",245075,235,"G4","6102 4 AVENUE",NA,11220,0,1,2015,1957,0,2005-01-01,"GAS STATION WITH SERVICE/AUTO REPAIR","COMMERCIAL","SUNSET PARK","3"
"1845",245250,235,"B9","765 45 STREET",NA,11220,2,0,3384,1940,695000,2005-01-03,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1846",245251,235,"C3","326 22 STREET",NA,11215,4,0,3200,1931,0,2005-01-03,"FOUR FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1847",245542,235,"C3","734 52ND STREET",NA,11220,4,0,3402,1905,642000,2005-01-04,"FOUR FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1848",245543,235,"C7","6023 5 AVENUE",NA,11220,7,1,7200,1927,965000,2005-01-04,"WALK-UP APT. OVER SIX FAMILIES WITH STORES","RESIDENTIAL","SUNSET PARK","3"
"1849",245544,235,"R2","259-275 21ST ST","1H",11215,1,0,0,0,507000,2005-01-04,"CONDO; RESIDENTIAL UNIT IN WALK-UP BLDG.","RESIDENTIAL","SUNSET PARK","3"
"1850",245957,235,"B1","670 61 STREET",NA,11220,2,0,2080,1915,0,2005-01-05,"TWO FAMILY BRICK","RESIDENTIAL","SUNSET PARK","3"
"1851",245958,235,"C0","447 56 STREET",NA,11220,3,0,2928,1901,575000,2005-01-05,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1852",245959,235,"C2","327 59 STREET",NA,11220,5,0,4560,1931,68000,2005-01-05,"FIVE TO SIX FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1853",245960,235,"C1","187 20 STREET",NA,11232,8,0,9704,2005,6e+05,2005-01-05,"OVER SIX FAMILIES WITHOUT STORES","RESIDENTIAL","SUNSET PARK","3"
"1854",246416,235,"B9","150A 31ST STREET",NA,11232,2,0,1980,1910,669000,2005-01-06,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1855",246417,235,"B9","322 45TH STREET",NA,11220,2,0,2408,1901,560000,2005-01-06,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1856",246418,235,"C0","160 20TH STREET",NA,11232,3,0,2800,1910,0,2005-01-06,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1857",246419,235,"C0","160 20TH STREET",NA,11232,3,0,2800,1910,0,2005-01-06,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1858",246420,235,"R2","259 21 STREET","1E",11215,1,0,0,1904,554946,2005-01-06,"CONDO; RESIDENTIAL UNIT IN WALK-UP BLDG.","RESIDENTIAL","SUNSET PARK","3"
"1859",246421,235,"R5","259 21 STREET","PS9",11215,0,1,0,0,0,2005-01-06,"MISCELLANEOUS COMMERCIAL","COMMERCIAL","SUNSET PARK","3"
"1860",246882,235,"A9","145 23 STREET",NA,11232,1,0,725,1899,125000,2005-01-07,"MISCELLANEOUS ONE FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1861",246883,235,"B1","410 19TH STREET",NA,11215,2,0,1952,1920,0,2005-01-07,"TWO FAMILY BRICK","RESIDENTIAL","SUNSET PARK","3"
"1862",246884,235,"S2","574 7TH AVENUE",NA,11215,2,1,3000,1899,0,2005-01-07,"PRIMARILY 2 FAMILY WITH 1 STORE OR OFFICE","MIXED","SUNSET PARK","3"
"1863",246885,235,"C1","349 58 STREET",NA,11220,8,0,6916,1906,738000,2005-01-07,"OVER SIX FAMILIES WITHOUT STORES","RESIDENTIAL","SUNSET PARK","3"
"1864",246886,235,"V1","216 26TH STREET",NA,11232,0,0,0,0,0,2005-01-07,"ZONED COMMERCIAL OR MANHATTAN RESIDENTIAL","COMMERCIAL","SUNSET PARK","3"
"1865",247379,235,"A5","604 SEVENTH AVE",NA,11215,1,0,1398,1930,675000,2005-01-10,"ONE FAMILY ATTACHED OR SEMI-DETACHED","RESIDENTIAL","SUNSET PARK","3"
"1866",247380,235,"B1","662 61ST STREET",NA,11220,2,0,1750,1930,678000,2005-01-10,"TWO FAMILY BRICK","RESIDENTIAL","SUNSET PARK","3"
"1867",247381,235,"C2","655 47TH STREET",NA,11220,6,0,3528,1930,585000,2005-01-10,"FIVE TO SIX FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1868",247382,235,"R2","319 18TH ST","1C",11215,1,0,0,2004,328536,2005-01-10,"CONDO; RESIDENTIAL UNIT IN WALK-UP BLDG.","RESIDENTIAL","SUNSET PARK","3"
"1869",247810,235,"A5","287 18TH STREET",NA,11215,1,0,944,1920,0,2005-01-11,"ONE FAMILY ATTACHED OR SEMI-DETACHED","RESIDENTIAL","SUNSET PARK","3"
"1870",247811,235,"B9","545 58 STREET",NA,11220,2,0,2640,1899,665000,2005-01-11,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1871",247812,235,"C0","566 55TH STREET",NA,11220,3,0,2700,1920,575000,2005-01-11,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1872",247813,235,"R2","259 21 STREET","BB",11215,1,0,0,0,418275,2005-01-11,"CONDO; RESIDENTIAL UNIT IN WALK-UP BLDG.","RESIDENTIAL","SUNSET PARK","3"
"1873",247814,235,"S9","5005 5 AVENUE",NA,11220,6,2,5700,1931,2950000,2005-01-11,"SINGLE OR MULTIPLE DWELLING WITH STORES OR OFFICES","MIXED","SUNSET PARK","3"
"1874",248210,235,"B9","122 30 STREET",NA,11232,2,0,2250,1910,510000,2005-01-12,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1875",248211,235,"B9","449 54TH STREET",NA,11220,2,0,3150,1899,659200,2005-01-12,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1876",248212,235,"B1","727 56TH STREET",NA,11220,2,0,2630,1950,670000,2005-01-12,"TWO FAMILY BRICK","RESIDENTIAL","SUNSET PARK","3"
"1877",248745,235,"C0","645 50 STREET",NA,11220,3,0,3600,1930,660000,2005-01-13,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1878",248746,235,"R2","259 21 STREET","3A",11215,1,0,0,0,456300,2005-01-13,"CONDO; RESIDENTIAL UNIT IN WALK-UP BLDG.","RESIDENTIAL","SUNSET PARK","3"
"1879",248747,235,"R2","259 21 STREET","3B",11215,1,0,0,0,499902,2005-01-13,"CONDO; RESIDENTIAL UNIT IN WALK-UP BLDG.","RESIDENTIAL","SUNSET PARK","3"
"1880",249255,235,"B9","534 53 STREET",NA,11220,2,0,1840,1910,545000,2005-01-14,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1881",249635,235,"B9","550 62ND STREET",NA,11220,2,0,2200,1901,0,2005-01-15,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1882",249709,235,"B9","721 49 STREET",NA,11220,2,0,3051,1910,416000,2005-01-17,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1883",249887,235,"C0","415 45 STREET",NA,11220,3,0,2952,1899,650000,2005-01-18,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1884",250368,235,"S2","4106 5 AVENUE",NA,11232,2,1,3300,1931,0,2005-01-19,"PRIMARILY 2 FAMILY WITH 1 STORE OR OFFICE","MIXED","SUNSET PARK","3"
"1885",250369,235,"B9","429 45 STREET",NA,11220,2,0,2952,1899,510000,2005-01-19,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1886",250370,235,"C0","570 58 STREET",NA,11220,3,0,2850,1899,605000,2005-01-19,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1887",250886,235,"B1","661 61 STREET",NA,11220,2,0,2200,1925,663000,2005-01-20,"TWO FAMILY BRICK","RESIDENTIAL","SUNSET PARK","3"
"1888",250887,235,"R2","319 18TH ST","3B",11215,1,0,0,2004,343746,2005-01-20,"CONDO; RESIDENTIAL UNIT IN WALK-UP BLDG.","RESIDENTIAL","SUNSET PARK","3"
"1889",251407,235,NA,"352 21 STREET",NA,11215,0,0,0,0,850000,2005-01-21,NA,NA,"SUNSET PARK","3"
"1890",251408,235,"B9","548 56 STREET",NA,11220,2,0,2000,1901,609000,2005-01-21,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1891",251409,235,"R4","420 64TH STREET","9E",11220,1,0,0,0,253500,2005-01-21,"CONDO; RESIDENTIAL UNIT IN ELEVATOR BLDG.","RESIDENTIAL","SUNSET PARK","3"
"1892",251862,235,"B9","722 51ST STREET",NA,11220,2,0,2601,1920,640000,2005-01-24,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1893",251863,235,"C6","549-561 41ST STREET, 4C",NA,11232,0,0,0,1927,190000,2005-01-24,"WALK-UP COOPERATIVE","RESIDENTIAL","SUNSET PARK","3"
"1894",251864,235,"R2","319 18TH ST","4B",11215,1,0,0,2004,314000,2005-01-24,"CONDO; RESIDENTIAL UNIT IN WALK-UP BLDG.","RESIDENTIAL","SUNSET PARK","3"
"1895",252232,235,"B1","747 48 STREET",NA,11220,2,0,2272,1930,0,2005-01-25,"TWO FAMILY BRICK","RESIDENTIAL","SUNSET PARK","3"
"1896",252233,235,"S4","5610 SEVENTH AVENUE",NA,11220,4,1,3680,1936,890000,2005-01-25,"PRIMARILY 4 FAMILY WITH 1 STORE OROFFICE","MIXED","SUNSET PARK","3"
"1897",252234,235,"R4","420 64 ST","11A",11220,1,0,0,0,410000,2005-01-25,"CONDO; RESIDENTIAL UNIT IN ELEVATOR BLDG.","RESIDENTIAL","SUNSET PARK","3"
"1898",252696,235,"B9","454 48TH STREET",NA,11220,2,0,2520,1910,430500,2005-01-26,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1899",252697,235,"C3","747 41 STREET",NA,11232,4,0,2780,1926,0,2005-01-26,"FOUR FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1900",252698,235,"D9","774 60TH STREET",NA,11220,8,5,9676,1931,1020000,2005-01-26,"ELEVATOR APT; MISCELLANEOUS","RESIDENTIAL","SUNSET PARK","3"
