"","SALE_ID","NEIGHBORHOOD_ID","BUILDING_CLASS_FINAL_ROLL","ADDRESS","APARTMENT_NUMBER","ZIP_CODE","RESIDENTIAL_UNITS","COMMERCIAL_UNITS","GROSS_SQUARE_FEET","YEAR_BUILT","SALE_PRICE","SALE_DATE","DESCRIPTION","TYPE","NEIGHBORHOOD_NAME","BOROUGH_ID"
"1595",212818,235,"B9","757 55 STREET",NA,11220,2,0,1380,1920,650000,2004-09-30,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1596",213390,235,"C0","224 17 STREET",NA,11215,3,0,3696,1899,1050000,2004-10-01,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1597",213966,235,"C0","776 46 STREET",NA,11220,3,0,3480,1925,0,2004-10-04,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1598",213967,235,"C1","329 37 STREET",NA,11232,8,0,7228,1931,0,2004-10-04,"OVER SIX FAMILIES WITHOUT STORES","RESIDENTIAL","SUNSET PARK","3"
"1599",213968,235,"C2","356 49 STREET",NA,11220,6,0,4560,1923,0,2004-10-04,"FIVE TO SIX FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1600",214438,235,"C0","150 23RD STREET",NA,11232,3,0,2484,1910,473677,2004-10-05,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1601",214439,235,"C1","459 40 STREET","6",11232,8,0,6022,1914,705000,2004-10-05,"OVER SIX FAMILIES WITHOUT STORES","RESIDENTIAL","SUNSET PARK","3"
"1602",214913,235,"C2","738 53 STREET",NA,11220,6,0,3258,1921,792000,2004-10-06,"FIVE TO SIX FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1603",215327,235,"S2","685 5 AVENUE",NA,11215,2,1,2400,1931,585000,2004-10-07,"PRIMARILY 2 FAMILY WITH 1 STORE OR OFFICE","MIXED","SUNSET PARK","3"
"1604",215328,235,"G2","714-720 64TH STREET",NA,11220,0,0,10600,1972,1775000,2004-10-07,"AUTO BODY/COLLISION OR AUTO REPAIR","COMMERCIAL","SUNSET PARK","3"
"1605",215780,235,"B9","354 58TH STREET",NA,11220,2,0,2550,1915,0,2004-10-08,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1606",215781,235,"G2","120 19 STREET",NA,11232,0,1,3000,1954,450000,2004-10-08,"AUTO BODY/COLLISION OR AUTO REPAIR","COMMERCIAL","SUNSET PARK","3"
"1607",216325,235,"B9","417 52ND STREET",NA,11220,2,0,2232,1899,585000,2004-10-12,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1608",216775,235,"B9","625 47TH STREET",NA,11220,2,0,1762,1910,517000,2004-10-13,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1609",216776,235,"C3","4703 7TH AVENUE",NA,11220,4,0,2926,1925,715000,2004-10-13,"FOUR FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1610",217303,235,"C0","684 6 AVENUE",NA,11215,3,0,2340,1899,650000,2004-10-14,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1611",217860,235,"B9","537 50TH STREET",NA,11220,2,0,2565,1910,0,2004-10-15,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1612",217861,235,"B1","569 41 STREET",NA,11232,2,0,2838,1910,575000,2004-10-15,"TWO FAMILY BRICK","RESIDENTIAL","SUNSET PARK","3"
"1613",217862,235,"C6","561 41ST STREET, 2A",NA,11232,0,0,0,1927,185000,2004-10-15,"WALK-UP COOPERATIVE","RESIDENTIAL","SUNSET PARK","3"
"1614",218420,235,"A9","202A 30 STREET",NA,11232,1,0,1020,1910,631000,2004-10-18,"MISCELLANEOUS ONE FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1615",218421,235,"C0","360 39 STREET",NA,11232,3,0,3600,1931,615000,2004-10-18,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1616",218422,235,"C0","660 50 STREET",NA,11220,3,0,3540,1899,618000,2004-10-18,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1617",218423,235,"S2","683 6 AVENUE",NA,11215,2,1,1800,1899,0,2004-10-18,"PRIMARILY 2 FAMILY WITH 1 STORE OR OFFICE","MIXED","SUNSET PARK","3"
"1618",218424,235,"C0","630 55 STREET",NA,11220,3,0,2945,1945,705000,2004-10-18,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1619",218425,235,"C2","582 7 AVENUE",NA,11215,6,0,3524,1931,4e+05,2004-10-18,"FIVE TO SIX FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1620",218426,235,"C2","584 7 AVENUE",NA,11215,6,0,3524,1931,4e+05,2004-10-18,"FIVE TO SIX FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1621",218427,235,"C2","586 7 AVENUE",NA,11215,6,0,4050,1931,4e+05,2004-10-18,"FIVE TO SIX FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1622",218428,235,"R4","420 64TH STREET","3G",11220,1,0,0,0,125229,2004-10-18,"CONDO; RESIDENTIAL UNIT IN ELEVATOR BLDG.","RESIDENTIAL","SUNSET PARK","3"
"1623",218882,235,"C0","443 60TH STREET",NA,11220,3,0,3156,1920,636000,2004-10-19,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1624",218883,235,"C7","6025 4 AVENUE",NA,11220,9,2,10000,1931,0,2004-10-19,"WALK-UP APT. OVER SIX FAMILIES WITH STORES","RESIDENTIAL","SUNSET PARK","3"
"1625",219315,235,"B9","530 45TH STREET",NA,11220,2,0,2904,1915,538000,2004-10-20,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1626",219806,235,"B9","653 45 STREET",NA,11220,2,0,2940,1910,96750,2004-10-21,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1627",219807,235,"B9","561 48TH STREET",NA,11220,2,0,2862,1901,420000,2004-10-21,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1628",219808,235,"B9","666 53 STREET",NA,11220,2,0,4072,1920,670000,2004-10-21,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1629",219809,235,"B9","634 61 STREET",NA,11220,2,0,2080,1915,570000,2004-10-21,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1630",219810,235,"C0","212 33 STREET",NA,11232,3,0,2142,1910,585000,2004-10-21,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1631",219811,235,"K2","5320 5TH AVENUE",NA,11220,0,1,4565,1916,0,2004-10-21,"MULTI-STORY RETAIL BUILDING (2 OR MORE)","COMMERCIAL","SUNSET PARK","3"
"1632",220309,235,"A5","188A 32 STREET",NA,11232,1,0,1910,1987,0,2004-10-22,"ONE FAMILY ATTACHED OR SEMI-DETACHED","RESIDENTIAL","SUNSET PARK","3"
"1633",220310,235,"A9","424 52 STREET",NA,11220,1,0,1326,1920,379000,2004-10-22,"MISCELLANEOUS ONE FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1634",220311,235,"A5","596 7TH AVENUE",NA,11215,1,0,1398,1930,425000,2004-10-22,"ONE FAMILY ATTACHED OR SEMI-DETACHED","RESIDENTIAL","SUNSET PARK","3"
"1635",220312,235,"B9","421 46TH STREET",NA,11220,2,0,2211,1901,530000,2004-10-22,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1636",220313,235,"B9","666 50 STREET",NA,11220,2,0,3240,1899,710000,2004-10-22,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1637",220633,235,"C0","193 22ND STREET",NA,11232,3,0,1716,1899,0,2004-10-23,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1638",220650,235,"C0","517 57 STREET",NA,11220,3,0,3072,1910,10,2004-10-24,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1639",220797,235,"B9","460 59TH STREET",NA,11220,2,0,2688,1915,645000,2004-10-25,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1640",220798,235,"R1","248 17TH STREET","3",11215,1,0,0,0,529000,2004-10-25,"CONDO; RESIDENTIAL UNIT IN 2-10 UNIT BLDG.","RESIDENTIAL","SUNSET PARK","3"
"1641",221298,235,NA,"5421 7 AVENUE",NA,11220,0,0,0,0,0,2004-10-26,NA,NA,"SUNSET PARK","3"
"1642",221788,235,"B9","434 63RD STREET",NA,11220,2,0,3060,1901,640000,2004-10-27,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1643",221789,235,"C0","219 27TH STREET",NA,11232,3,0,3192,1910,0,2004-10-27,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1644",222330,235,"B2","757 43 STREET",NA,11232,2,0,2952,1925,150000,2004-10-28,"TWO FAMILY FRAME","RESIDENTIAL","SUNSET PARK","3"
"1645",222964,235,"B9","209 23 STREET",NA,11232,2,0,1832,1910,650000,2004-10-29,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1646",222965,235,"B9","470 54 STREET",NA,11220,2,0,2820,1901,410000,2004-10-29,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1647",222966,235,"B9","513 59 STREET",NA,11220,2,0,3120,1899,0,2004-10-29,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1648",223638,235,"A5","186B 32 STREET",NA,11232,1,0,2120,1987,0,2004-11-01,"ONE FAMILY ATTACHED OR SEMI-DETACHED","RESIDENTIAL","SUNSET PARK","3"
"1649",223639,235,"B3","622 FOURTH AVENUE",NA,11215,2,0,900,1910,0,2004-11-01,"TWO FAMILY CONVERTED FROM ONE FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1650",223640,235,"B9","645 59TH STREET",NA,11220,2,0,3162,1935,7e+05,2004-11-01,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1651",223641,235,"C3","743 41 STREET",NA,11232,4,0,2158,1931,0,2004-11-01,"FOUR FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1652",224286,235,NA,"668 56 STREET",NA,11220,0,0,0,0,535000,2004-11-02,NA,NA,"SUNSET PARK","3"
"1653",224287,235,"B9","414 47 STREET",NA,11220,2,0,2232,1899,0,2004-11-02,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1654",224288,235,"B1","715 48TH STREET",NA,11220,2,0,2272,1930,630000,2004-11-02,"TWO FAMILY BRICK","RESIDENTIAL","SUNSET PARK","3"
"1655",224289,235,"B9","351 54TH STREET",NA,11220,2,0,2248,1901,484000,2004-11-02,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1656",224652,235,"A5","761 49 STREET",NA,11220,1,0,1250,1925,0,2004-11-03,"ONE FAMILY ATTACHED OR SEMI-DETACHED","RESIDENTIAL","SUNSET PARK","3"
"1657",224653,235,"A5","722 54TH STREET",NA,11220,1,0,2000,1920,0,2004-11-03,"ONE FAMILY ATTACHED OR SEMI-DETACHED","RESIDENTIAL","SUNSET PARK","3"
"1658",224654,235,"B1","552 61ST STREET",NA,11220,2,0,2200,1920,0,2004-11-03,"TWO FAMILY BRICK","RESIDENTIAL","SUNSET PARK","3"
"1659",225131,235,"B9","230 20TH STREET",NA,11232,2,0,1768,1910,375000,2004-11-04,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1660",225132,235,"C0","433 47TH STREET",NA,11220,3,0,2952,1899,550000,2004-11-04,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1661",225133,235,"D9","209 32 STREET",NA,11232,12,0,8700,2007,1e+05,2004-11-04,"ELEVATOR APT; MISCELLANEOUS","RESIDENTIAL","SUNSET PARK","3"
"1662",225638,235,NA,"229 34 STREET",NA,11232,0,0,0,0,10,2004-11-05,NA,NA,"SUNSET PARK","3"
"1663",225639,235,"A9","256 20TH STREET",NA,11215,1,0,832,1899,375000,2004-11-05,"MISCELLANEOUS ONE FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1664",225640,235,"V0","233 34 STREET",NA,11232,0,0,0,0,10,2004-11-05,"ZONED RESIDENTIAL; NOT MANHATTAN","RESIDENTIAL","SUNSET PARK","3"
"1665",225641,235,"C0","522 51 STREET",NA,11220,3,0,2760,1905,6e+05,2004-11-05,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1666",225642,235,NA,"231 34 STREET",NA,11232,0,0,0,0,10,2004-11-05,NA,NA,"SUNSET PARK","3"
"1667",225643,235,"K9","320 36 STREET","3",11232,2,1,3700,1920,330000,2004-11-05,"MISCELLANEOUS STORE BUILDING","COMMERCIAL","SUNSET PARK","3"
"1668",226116,235,"B9","668 49TH STREET",NA,11220,2,0,3420,1930,630000,2004-11-08,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1669",226117,235,"B9","351 54TH STREET",NA,11220,2,0,2248,1901,0,2004-11-08,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1670",226118,235,"B9","662 57TH STREET",NA,11220,2,0,3090,1910,560000,2004-11-08,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1671",226119,235,"C0","223 22ND STREET",NA,11232,3,0,1530,1910,0,2004-11-08,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1672",226120,235,"C0","223 22ND STREET",NA,11232,3,0,1530,1910,0,2004-11-08,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1673",226121,235,"C0","541 59 STREET",NA,11220,3,0,2820,1899,575000,2004-11-08,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1674",226593,235,"S9","4324 4TH AVE.",NA,11232,4,2,6197,1921,1140000,2004-11-09,"SINGLE OR MULTIPLE DWELLING WITH STORES OR OFFICES","MIXED","SUNSET PARK","3"
"1675",226594,235,"C0","425 49TH STREET",NA,11220,3,0,3460,1899,640000,2004-11-09,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1676",226595,235,"K9","4008 8 AVENUE",NA,11232,4,1,5445,1926,0,2004-11-09,"MISCELLANEOUS STORE BUILDING","COMMERCIAL","SUNSET PARK","3"
"1677",227083,235,"B9","668 59 STREET",NA,11220,2,0,3300,1910,0,2004-11-10,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1678",227084,235,"C0","330 48 STREET",NA,11220,3,0,2160,1910,0,2004-11-10,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1679",227085,235,"R4","420 64TH STREET","3F",11220,1,0,0,0,119652,2004-11-10,"CONDO; RESIDENTIAL UNIT IN ELEVATOR BLDG.","RESIDENTIAL","SUNSET PARK","3"
"1680",227517,235,"B9","614 47TH STREET",NA,11220,2,0,2960,1920,0,2004-11-11,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1681",227518,235,"D7","638 50 STREET",NA,11220,14,1,0,0,107500,2004-11-11,"ELEVATOR APT; SEMI-FIREPROOF WITH STORES","RESIDENTIAL","SUNSET PARK","3"
"1682",227519,235,"C0","646 60TH STREET",NA,11220,3,0,3168,1925,0,2004-11-11,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1683",227520,235,"C2","714 60TH STREET",NA,11220,6,0,5250,1915,0,2004-11-11,"FIVE TO SIX FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1684",227874,235,"B1","454 37TH STREET",NA,11232,2,0,1950,1901,515000,2004-11-12,"TWO FAMILY BRICK","RESIDENTIAL","SUNSET PARK","3"
"1685",227875,235,"B9","442 44 STREET",NA,11220,2,0,2648,1910,0,2004-11-12,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1686",227876,235,"B9","435 55TH STREET",NA,11220,2,0,2520,1901,0,2004-11-12,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1687",227877,235,"C2","318 37 STREET","6",11232,6,0,3750,1922,5e+05,2004-11-12,"FIVE TO SIX FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1688",228476,235,"A9","323 21 STREET",NA,11215,1,0,1280,1905,431000,2004-11-15,"MISCELLANEOUS ONE FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1689",228477,235,"B9","188 31 STREET",NA,11232,2,0,1920,1910,0,2004-11-15,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1690",229014,235,"B9","233 27TH STREET",NA,11232,2,0,1462,1910,0,2004-11-16,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1691",229015,235,"B1","755 47 STREET",NA,11220,2,0,2066,1920,0,2004-11-16,"TWO FAMILY BRICK","RESIDENTIAL","SUNSET PARK","3"
"1692",229016,235,"C0","645 54TH STREET",NA,11220,3,0,2850,1920,618000,2004-11-16,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1693",229017,235,"B9","736 41 STREET",NA,11232,2,0,1720,1899,0,2004-11-16,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1694",229018,235,"C6","4401 4TH AVENUE, C-5",NA,11220,0,0,0,1912,30000,2004-11-16,"WALK-UP COOPERATIVE","RESIDENTIAL","SUNSET PARK","3"
"1695",229464,235,"B9","448 52ND. STREET",NA,11220,2,0,2520,1920,610000,2004-11-17,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1696",229465,235,"B9","356 58TH",NA,11220,2,0,2550,1915,10,2004-11-17,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1697",229466,235,"S2","6019 5 AVENUE",NA,11220,2,1,3240,1931,9e+05,2004-11-17,"PRIMARILY 2 FAMILY WITH 1 STORE OR OFFICE","MIXED","SUNSET PARK","3"
"1698",229467,235,"C1","151 19 STREET",NA,11232,8,0,6000,1916,850000,2004-11-17,"OVER SIX FAMILIES WITHOUT STORES","RESIDENTIAL","SUNSET PARK","3"
"1699",229468,235,"C2","335 18TH STREET",NA,11215,6,0,3700,1931,0,2004-11-17,"FIVE TO SIX FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1700",229978,235,"B9","335 43 STREET",NA,11232,2,0,1344,1899,459000,2004-11-18,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1701",229979,235,"B9","462 57 STREET",NA,11220,2,0,2580,1910,660000,2004-11-18,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1702",229980,235,"C0","662 59TH STREET",NA,11220,3,0,2856,1901,0,2004-11-18,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1703",230547,235,"B9","642 57TH STREET",NA,11220,2,0,3090,1910,600500,2004-11-19,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1704",230548,235,"B9","331 18 STREET",NA,11215,2,0,2175,1910,7e+05,2004-11-19,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1705",230549,235,"C0","435 60TH STREET",NA,11220,3,0,3156,1920,0,2004-11-19,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1706",230550,235,"R2","259-275 21ST ST","2E",11215,1,0,0,0,585493,2004-11-19,"CONDO; RESIDENTIAL UNIT IN WALK-UP BLDG.","RESIDENTIAL","SUNSET PARK","3"
"1707",230551,235,"E9","147 28TH   STREET",NA,11232,0,1,5600,2005,120000,2004-11-19,"MISCELLANEOUS WAREHOUSE","COMMERCIAL","SUNSET PARK","3"
"1708",231113,235,"B9","152 23 STREET",NA,11232,2,0,2052,1910,0,2004-11-22,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1709",231114,235,"B9","663 53RD ST",NA,11220,2,0,3192,1910,10,2004-11-22,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1710",231115,235,"B9","450 53 STREET",NA,11220,2,0,1794,1901,486000,2004-11-22,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1711",231116,235,"R4","315 20TH ST","1C",11215,1,0,0,0,534581,2004-11-22,"CONDO; RESIDENTIAL UNIT IN ELEVATOR BLDG.","RESIDENTIAL","SUNSET PARK","3"
"1712",231117,235,"R5","315 20 STREET","P8",11215,0,1,0,0,0,2004-11-22,"MISCELLANEOUS COMMERCIAL","COMMERCIAL","SUNSET PARK","3"
"1713",231681,235,"B9","545 55 STREET",NA,11220,2,0,2076,1920,0,2004-11-23,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1714",231682,235,"B1","550 61ST STREET",NA,11220,2,0,2000,1920,0,2004-11-23,"TWO FAMILY BRICK","RESIDENTIAL","SUNSET PARK","3"
"1715",231683,235,NA,"284 20 STREET",NA,11215,0,0,0,0,1300000,2004-11-23,NA,NA,"SUNSET PARK","3"
"1716",231684,235,NA,"20 STREET",NA,11215,0,0,0,0,0,2004-11-23,NA,NA,"SUNSET PARK","3"
"1717",231685,235,"R4","420 64TH STREET","11C",11220,1,0,0,0,147030,2004-11-23,"CONDO; RESIDENTIAL UNIT IN ELEVATOR BLDG.","RESIDENTIAL","SUNSET PARK","3"
"1718",232212,235,"B9","712 51ST STREET",NA,11220,2,0,2080,1920,7e+05,2004-11-24,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1719",232213,235,"B9","327 61ST STREET",NA,11220,2,0,2235,1899,5e+05,2004-11-24,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1720",232214,235,"C0","344 39 STREET",NA,11232,3,0,1920,1910,5e+05,2004-11-24,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1721",232215,235,"C1","539 51ST STREET","9",11220,9,0,7140,1931,840000,2004-11-24,"OVER SIX FAMILIES WITHOUT STORES","RESIDENTIAL","SUNSET PARK","3"
"1722",232489,235,"C0","565 55TH STREET",NA,11220,3,0,2076,1920,550000,2004-11-26,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1723",232731,235,"B1","758 46TH STREET",NA,11220,2,0,3480,1925,0,2004-11-29,"TWO FAMILY BRICK","RESIDENTIAL","SUNSET PARK","3"
"1724",232732,235,"B9","638 48 STREET",NA,11220,2,0,1824,1910,580000,2004-11-29,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1725",233287,235,"B9","661 46TH STREET",NA,11220,2,0,2964,1910,0,2004-11-30,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1726",233288,235,"C2","543 61 STREET",NA,11220,5,0,3582,1925,840000,2004-11-30,"FIVE TO SIX FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1727",233289,235,"R2","259-275 21ST ST","BH",11215,1,0,0,0,405600,2004-11-30,"CONDO; RESIDENTIAL UNIT IN WALK-UP BLDG.","RESIDENTIAL","SUNSET PARK","3"
"1728",233290,235,"R5","259-275 21ST ST","PS7",11215,0,1,0,0,0,2004-11-30,"MISCELLANEOUS COMMERCIAL","COMMERCIAL","SUNSET PARK","3"
"1729",233943,235,"B9","329 46TH STREET",NA,11220,2,0,2280,1910,112500,2004-12-01,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1730",233944,235,"B9","362 47 STREET",NA,11220,2,0,2040,1910,525000,2004-12-01,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1731",233945,235,"B9","348 58TH   STREET",NA,11220,2,0,2550,1915,212500,2004-12-01,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1732",233946,235,"V0","622 58TH STREET",NA,11220,0,0,0,0,610000,2004-12-01,"ZONED RESIDENTIAL; NOT MANHATTAN","RESIDENTIAL","SUNSET PARK","3"
"1733",233947,235,"C0","221A 22 STREET",NA,11232,3,0,1870,1910,0,2004-12-01,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1734",233948,235,"C0","336 48 STREET",NA,11220,3,0,2952,1899,470000,2004-12-01,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1735",233949,235,"C0","430 58TH STREET",NA,11220,3,0,2850,1899,0,2004-12-01,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1736",233950,235,"R2","259-275 21ST ST","BA",11215,1,0,0,0,339690,2004-12-01,"CONDO; RESIDENTIAL UNIT IN WALK-UP BLDG.","RESIDENTIAL","SUNSET PARK","3"
"1737",233951,235,"R2","259-275 21ST ST","2C",11215,1,0,0,0,405600,2004-12-01,"CONDO; RESIDENTIAL UNIT IN WALK-UP BLDG.","RESIDENTIAL","SUNSET PARK","3"
"1738",233952,235,"R2","259-275 21ST ST","4G",11215,1,0,0,0,610950,2004-12-01,"CONDO; RESIDENTIAL UNIT IN WALK-UP BLDG.","RESIDENTIAL","SUNSET PARK","3"
"1739",233953,235,"R4","420 64TH STREET","4F",11220,1,0,0,0,122694,2004-12-01,"CONDO; RESIDENTIAL UNIT IN ELEVATOR BLDG.","RESIDENTIAL","SUNSET PARK","3"
"1740",233954,235,"R4","420 64TH STREET","4G",11220,1,0,0,0,120666,2004-12-01,"CONDO; RESIDENTIAL UNIT IN ELEVATOR BLDG.","RESIDENTIAL","SUNSET PARK","3"
"1741",233955,235,"S5","6101 5TH AVENUE",NA,11220,6,1,7400,1926,940000,2004-12-01,"PRIMARILY 5-6 FAMILY WITH 1 STORE OR OFFICE","MIXED","SUNSET PARK","3"
"1742",233956,235,"R5","259-275 21ST ST","PS2",11215,0,1,0,0,0,2004-12-01,"MISCELLANEOUS COMMERCIAL","COMMERCIAL","SUNSET PARK","3"
"1743",234517,235,"C0","444 43RD STREET",NA,11232,3,0,3072,1901,621605,2004-12-02,"THREE FAMILIES","RESIDENTIAL","SUNSET PARK","3"
"1744",234518,235,"C6","712 45 STREET, 4D",NA,11220,0,0,0,1924,95000,2004-12-02,"WALK-UP COOPERATIVE","RESIDENTIAL","SUNSET PARK","3"
"1745",234954,235,"B9","321 49 STREET",NA,11220,2,0,2000,1910,0,2004-12-03,"MISCELLANEOUS TWO FAMILY","RESIDENTIAL","SUNSET PARK","3"
"1746",234955,235,"R2","259-275 21ST ST","2J",11215,1,0,0,0,633351,2004-12-03,"CONDO; RESIDENTIAL UNIT IN WALK-UP BLDG.","RESIDENTIAL","SUNSET PARK","3"
"1747",234956,235,NA,"599-601 FOURTH AVENUE",NA,11215,0,0,0,0,0,2004-12-03,NA,NA,"SUNSET PARK","3"
"1748",234957,235,"R5","259-275 21ST ST","PS12",11215,0,1,0,0,0,2004-12-03,"MISCELLANEOUS COMMERCIAL","COMMERCIAL","SUNSET PARK","3"
"1749",235421,235,"B1","406 19 STREET",NA,11215,2,0,1952,1920,745000,2004-12-06,"TWO FAMILY BRICK","RESIDENTIAL","SUNSET PARK","3"
"1750",235422,235,"R2","259-275 21ST ST","1B",11215,1,0,0,0,496860,2004-12-06,"CONDO; RESIDENTIAL UNIT IN WALK-UP BLDG.","RESIDENTIAL","SUNSET PARK","3"
